Mod:Item:MetaData, Localized Name
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:4, Spawn Nuclear Creeper
minecraft:spawn_egg:5, Spawn Tainted Creeper
minecraft:spawn_egg:6, Spawn Hunter Chopper
minecraft:spawn_egg:7, Spawn Cyber Crab
minecraft:spawn_egg:23, Spawn Tesla Crab
minecraft:spawn_egg:24, Spawn Taint Crab
minecraft:spawn_egg:25, Spawn Mask Man
minecraft:spawn_egg:26, Spawn Duck
minecraft:spawn_egg:27, Spawn Quackos The Elder One
minecraft:spawn_egg:28, Spawn FBI Agent
minecraft:spawn_egg:29, Spawn Meltdown Elemental
minecraft:spawn_egg:30, Spawn entity.entity_meme_zombie.name
minecraft:spawn_egg:31, Spawn entity.entity_meme_skeleton.name
minecraft:spawn_egg:32, Spawn entity.entity_meme_ufo.name
minecraft:spawn_egg:33, Spawn entity.entity_meme_craft.name
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, Minecart with TNT
minecraft:hopper_minecart, Minecart with Hopper
additionalcompression:compressed_cropcarrot:0, Single Compressed Carrots
additionalcompression:compressed_cropcarrot:1, Double Compressed Carrots
additionalcompression:compressed_cropcarrot:2, Triple Compressed Carrots
additionalcompression:compressed_cropmelon:1, Double Compressed Melon
additionalcompression:compressed_cropmelon:2, Triple Compressed Melon
additionalcompression:compressed_cropapple:0, Single Compressed Apples
additionalcompression:compressed_cropapple:1, Double Compressed Apples
additionalcompression:compressed_cropapple:2, Triple Compressed Apples
additionalcompression:compressed_cropsugarcane:0, Single Compressed Sugar Cane
additionalcompression:compressed_cropsugarcane:1, Double Compressed Sugar Cane
additionalcompression:compressed_cropsugarcane:2, Triple Compressed Sugar Cane
additionalcompression:compressed_cropsugarcane:3, Quadruple Compressed Sugar Cane
additionalcompression:compressed_cropsugarcane:4, Quintuple Compressed Sugar Cane
additionalcompression:compressed_cropnetherwart:0, Single Compressed Nether Wart
additionalcompression:compressed_cropnetherwart:1, Double Compressed Nether Wart
additionalcompression:compressed_cropnetherwart:2, Triple Compressed Nether Wart
additionalcompression:compressed_meatporkchop:0, Single Compressed Porkchop
additionalcompression:compressed_meatporkchop:1, Double Compressed Porkchop
additionalcompression:compressed_meatporkchop:2, Triple Compressed Porkchop
additionalcompression:compressed_meatbeef:0, Single Compressed Beef
additionalcompression:compressed_meatbeef:1, Double Compressed Beef
additionalcompression:compressed_meatbeef:2, Triple Compressed Beef
additionalcompression:compressed_meatchicken:0, Single Compressed Chicken
additionalcompression:compressed_meatchicken:1, Double Compressed Chicken
additionalcompression:compressed_meatchicken:2, Triple Compressed Chicken
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
additionalcompression:compressed_meatfish:0, Single Compressed Fish
additionalcompression:compressed_meatfish:1, Double Compressed Fish
additionalcompression:compressed_meatfish:2, Triple Compressed Fish
additionalcompression:compressed_meatrotten:0, Single Compressed Rotten Flesh
additionalcompression:compressed_meatrotten:1, Double Compressed Rotten Flesh
additionalcompression:compressed_meatrotten:2, Triple Compressed Rotten Flesh
additionalcompression:compressed_meatrotten:3, Quadruple Compressed Rotten Flesh
additionalcompression:compressed_meatrotten:4, Quintuple Compressed Rotten Flesh
additionalcompression:compressed_bone:0, Single Compressed Bones
additionalcompression:compressed_bone:1, Double Compressed Bones
additionalcompression:compressed_bone:2, Triple Compressed Bones
additionalcompression:compressed_spidereye:0, Single Compressed Spider Eyes
additionalcompression:compressed_spidereye:1, Double Compressed Spider Eyes
additionalcompression:compressed_spidereye:2, Triple Compressed Spider Eyes
additionalcompression:compressed_feather:0, Single Compressed Feathers
additionalcompression:compressed_feather:1, Double Compressed Feathers
additionalcompression:compressed_feather:2, Triple Compressed Feathers
additionalcompression:compressed_leather:0, Single Compressed Leather
additionalcompression:compressed_leather:1, Double Compressed Leather
additionalcompression:compressed_leather:2, Triple Compressed Leather
additionalcompression:compressed_rodblaze:0, Single Compressed Blaze
additionalcompression:compressed_rodblaze:1, Double Compressed Blaze
additionalcompression:compressed_rodblaze:2, Triple Compressed Blaze
additionalcompression:compressed_pearlender:0, Single Compressed Ender Pearl
additionalcompression:compressed_pearlender:1, Double Compressed Ender Pearl
additionalcompression:compressed_pearlender:2, Triple Compressed Ender Pearl
additionalcompression:compressed_dustgunpowder:0, Single Compressed Gunpowder
additionalcompression:compressed_dustgunpowder:1, Double Compressed Gunpowder
additionalcompression:compressed_dustgunpowder:2, Triple Compressed Gunpowder
additionalcompression:compressed_dustsugar:0, Single Compressed Sugar
additionalcompression:compressed_dustsugar:1, Double Compressed Sugar
additionalcompression:compressed_dustsugar:2, Triple Compressed Sugar
additionalcompression:compressed_egg:0, Single Compressed Eggs
additionalcompression:compressed_egg:1, Double Compressed Eggs
additionalcompression:compressed_egg:2, Triple Compressed Eggs
additionalcompression:compressed_egg:3, Quadruple Compressed Eggs
additionalcompression:compressed_egg:4, Quintuple Compressed Eggs
additionalcompression:compressed_logwood:0, Single Compressed Wood
additionalcompression:compressed_logwood:1, Double Compressed Wood
additionalcompression:compressed_logwood:2, Triple Compressed Wood
additionalcompression:compressed_ingotiron:1, Double Compressed Iron
additionalcompression:compressed_ingotiron:2, Triple Compressed Iron
additionalcompression:compressed_ingotgold:1, Double Compressed Gold
additionalcompression:compressed_ingotgold:2, Triple Compressed Gold
additionalcompression:compressed_gemlapis:1, Double Compressed Lapis Lazuli
additionalcompression:compressed_gemlapis:2, Triple Compressed Lapis Lazuli
additionalcompression:compressed_dustredstone:1, Double Compressed Redstone
additionalcompression:compressed_dustredstone:2, Triple Compressed Redstone
additionalcompression:compressed_gemdiamond:1, Double Compressed Diamond
additionalcompression:compressed_gemdiamond:2, Triple Compressed Diamond
additionalcompression:compressed_gememerald:1, Double Compressed Emerald
additionalcompression:compressed_gememerald:2, Triple Compressed Emerald
additionalcompression:compressed_itemnetherstar, %s Nether Star
additionalcompression:compressed_cookie, %s Cookies
additionalcompression:compressed_bread, %s Bread
additionalcompression:compressed_bottlewater, %s Water Bottles
additionalcompression:compressed_bucketlava, %s Lava Buckets
adchimneys:bedrock, Bedrock Chimney
adchimneys:brick, Brick Chimney
adchimneys:clay, Clay Chimney
adchimneys:coal_block, Coal Chimney
adchimneys:cobblestone, Cobblestone Chimney
adchimneys:cobblestone_mossy, Mossy Cobblestone Chimney
adchimneys:diamond_block, Diamond Chimney
adchimneys:dirt, Dirt Chimney
adchimneys:emerald_block, Emerald Chimney
adchimneys:end_stone, Endstone Chimney
adchimneys:glowstone, Glowstone Chimney
adchimneys:gold_block, Gold Chimney
adchimneys:hardened_clay, Hardened Clay Chimney
adchimneys:hardened_clay_stained_black, Black Hardened Clay Chimney
adchimneys:hardened_clay_stained_blue, Blue Hardened Clay Chimney
adchimneys:hardened_clay_stained_brown, Brown Hardened Clay Chimney
adchimneys:hardened_clay_stained_cyan, Cyan Hardened Clay Chimney
adchimneys:hardened_clay_stained_gray, Gray Hardened Clay Chimney
adchimneys:hardened_clay_stained_green, Green Hardened Clay Chimney
adchimneys:hardened_clay_stained_light_blue, Light Blue Hardened Clay Chimney
adchimneys:hardened_clay_stained_lime, Lime Hardened Clay Chimney
adchimneys:hardened_clay_stained_magenta, Magenta Hardened Clay Chimney
adchimneys:hardened_clay_stained_orange, Orange Hardened Clay Chimney
adchimneys:hardened_clay_stained_pink, Pink Hardened Clay Chimney
adchimneys:hardened_clay_stained_purple, Purple Hardened Clay Chimney
adchimneys:hardened_clay_stained_red, Red Hardened Clay Chimney
adchimneys:hardened_clay_stained_silver, Light Gray Hardened Clay Chimney
adchimneys:hardened_clay_stained_white, White Hardened Clay Chimney
adchimneys:hardened_clay_stained_yellow, Yellow Hardened Clay Chimney
adchimneys:iron_block, Iron Chimney
adchimneys:lapis_block, Lapis Lazuli Chimney
adchimneys:nether_brick, Nether Brick Chimney
adchimneys:netherrack, Netherrack Chimney
adchimneys:obsidian, Obsidian Chimney
adchimneys:quartz_block_chiseled, Chiseled Quartz Chimney
adchimneys:quartz_block_lines, Pillar Quartz Chimney
adchimneys:quartz_block_side, Quartz Chimney
adchimneys:sandstone_carved, Chiseled Sandstone Chimney
adchimneys:sandstone_normal, Sandstone Chimney
adchimneys:sandstone_smooth, Smooth Sandstone Chimney
adchimneys:soul_sand, Soul Sand Chimney
adchimneys:stone, Stone Chimney
adchimneys:stonebrick, Stone Brick Chimney
adchimneys:stonebrick_mossy, Mossy Stone Brick Chimney
adchimneys:stonebrick_cracked, Cracked Stone Brick Chimney
adchimneys:smoker, Smoker
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
appliedenergistics2:tile.BlockCrank, Wooden Crank
appliedenergistics2:tile.BlockInscriber, Inscriber
appliedenergistics2:tile.BlockWireless, ME Wireless Access Point
appliedenergistics2:tile.BlockCharger, Charger
appliedenergistics2:tile.BlockTinyTNT, Tiny TNT
appliedenergistics2:tile.BlockSecurity, ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing, ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber, ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon, Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort, Spatial IO Port
appliedenergistics2:tile.BlockCableBus, AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController, ME Controller
appliedenergistics2:tile.BlockDrive, ME Drive
appliedenergistics2:tile.BlockChest, ME Chest
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
